payment_id,customer_id,staff_id,rental_id,inventory_id,film_id,amount,payment_date
20340,356,2,11579,4256,925,2.99,2022-02-17 02:38:08.588705+00
20344,356,2,13107,3870,846,4.99,2022-02-11 18:32:04.17573+00
20345,356,2,13442,2432,531,5.99,2022-02-06 04:14:16.822532+00
20353,357,2,10764,3808,834,0.99,2022-02-27 01:32:52.533897+00
20361,358,1,13197,3190,700,2.99,2022-02-22 02:52:19.519116+00
20371,360,2,10857,2961,649,2.99,2022-02-02 02:06:25.219082+00
20372,360,2,11264,3420,749,6.99,2022-02-16 04:46:05.270542+00
20383,361,2,10975,2616,574,0.99,2022-02-19 04:42:57.949332+00
20385,361,2,11243,2517,553,5.99,2022-02-23 08:01:01.032177+00
20389,361,2,12690,3574,782,2.99,2022-02-08 18:35:26.055081+00
20400,362,2,14129,3572,782,2.99,2022-02-28 11:01:47.436663+00
20406,363,1,10339,615,133,6.99,2022-02-08 01:44:30.344504+00
20409,363,1,13706,3005,659,9.99,2022-02-26 19:08:40.568014+00
20413,363,1,15335,1593,349,4.99,2022-02-02 15:21:48.400409+00
20418,364,2,12912,1747,380,3.99,2022-02-18 05:02:18.376077+00
20421,364,2,14293,3555,777,4.99,2022-02-06 06:21:52.592774+00
20428,365,2,14463,1403,307,6.99,2022-02-06 16:58:01.209029+00
20433,366,1,12608,624,135,4.99,2022-02-18 10:33:09.216949+00
20438,366,1,14390,3951,862,2.99,2022-02-24 18:15:04.998171+00
20443,367,1,12152,2797,614,4.99,2022-02-20 17:07:25.303604+00
20461,368,1,15353,3470,760,2.99,2022-02-18 11:01:44.193148+00
20470,370,1,10336,1091,243,4.99,2022-02-24 21:46:09.031864+00
20486,371,2,13953,1818,395,4.99,2022-02-25 15:39:06.982422+00
20489,371,1,15824,2933,644,2.99,2022-02-18 20:30:29.098181+00
20492,372,2,11555,2569,563,4.99,2022-02-02 19:47:09.216355+00
20499,372,1,14331,3128,687,2.99,2022-02-16 22:05:48.027038+00
20502,372,1,15563,170,37,2.99,2022-02-26 10:31:45.382291+00
20505,373,2,11512,1248,275,7.99,2022-02-03 18:03:40.660443+00
20507,373,2,11976,498,111,3.99,2022-02-13 17:50:44.555185+00
20516,373,1,15068,3268,720,3.99,2022-02-18 04:38:00.591687+00
20519,374,2,12696,3989,869,2.99,2022-02-08 15:31:34.589372+00
20532,375,1,10961,1416,310,6.99,2022-02-06 23:17:07.387957+00
20534,375,2,12122,4030,878,9.99,2022-02-11 18:28:45.398273+00
20555,377,2,15088,4199,913,0.99,2022-02-18 15:09:07.569309+00
20557,377,1,15999,2584,567,7.99,2022-02-15 09:36:45.667968+00
20558,378,1,10917,3146,691,4.99,2022-02-02 00:13:55.893143+00
20559,378,1,11111,334,74,4.99,2022-02-19 22:40:37.760513+00
20571,379,1,14470,3899,851,0.99,2022-02-04 17:14:55.421365+00
20577,380,1,10983,4502,982,3.99,2022-02-21 07:39:37.048311+00
20585,380,1,15361,1407,308,2.99,2022-02-21 22:17:27.341359+00
20596,381,2,13430,2852,625,0.99,2022-02-07 11:40:13.22335+00
20601,381,1,15747,1517,331,4.99,2022-02-01 22:33:57.648098+00
20608,382,2,15939,3209,705,7.99,2022-02-08 22:41:27.330206+00
20612,383,2,11122,3021,663,0.99,2022-02-25 14:56:28.398703+00
20620,384,2,13521,2586,567,2.99,2022-02-26 14:23:34.749869+00
20625,385,1,10557,240,54,0.99,2022-02-22 08:16:36.085104+00
20633,385,1,13117,3430,752,0.99,2022-02-25 12:31:41.164506+00
20636,386,2,10618,3729,815,3.99,2022-02-10 10:52:46.4345+00
20639,386,2,11695,1110,246,4.99,2022-02-06 08:52:54.402375+00
20641,386,1,13716,86,17,3.99,2022-02-17 03:22:43.487886+00
20642,386,1,13764,989,220,2.99,2022-02-21 00:33:07.004096+00
20643,386,2,13869,1990,434,6.99,2022-02-20 18:16:16.039749+00
20654,387,2,14279,3325,731,5.99,2022-02-15 03:06:18.584306+00
20666,388,2,15660,3223,708,5.99,2022-02-26 06:48:27.568178+00
20672,389,2,14493,2590,568,7.99,2022-02-23 15:28:19.010081+00
20680,390,1,13473,381,84,4.99,2022-02-01 09:53:43.854278+00
20688,390,2,15376,2963,649,4.99,2022-02-15 09:15:24.61822+00
20696,391,1,14381,811,176,0.99,2022-02-24 17:56:53.730331+00
20705,392,1,14223,514,114,5.99,2022-02-06 03:21:37.951349+00
20718,393,2,16049,2666,585,3.99,2022-02-02 16:24:10.94193+00
20721,394,1,10718,2763,606,0.99,2022-02-21 03:06:38.425052+00
20722,394,1,12080,1491,327,4.99,2022-02-21 06:12:16.676256+00
20735,396,1,12895,4372,953,4.99,2022-02-02 05:19:59.28492+00
20737,396,1,14078,1642,358,3.99,2022-02-06 17:31:19.425863+00
20743,397,1,10534,4354,949,0.99,2022-02-04 04:23:30.455348+00
20744,397,2,10598,2341,509,4.99,2022-02-06 04:25:51.937681+00
20746,397,2,11511,2127,460,4.99,2022-02-26 07:30:31.071448+00
20749,397,2,12329,3127,687,1.99,2022-02-28 23:44:23.819016+00
20750,397,2,12700,540,118,0.99,2022-02-08 02:05:24.585821+00
20758,398,2,12528,3381,741,2.99,2022-02-20 18:34:40.114379+00
20760,398,1,15189,2559,561,3.99,2022-02-13 18:49:02.234915+00
20767,399,1,15300,2319,504,0.99,2022-02-01 14:01:39.792805+00
20769,400,2,10484,1908,415,2.99,2022-02-09 15:00:51.551648+00
20782,401,1,12906,2060,447,2.99,2022-02-19 21:57:10.32828+00
20784,401,1,14359,1841,401,0.99,2022-02-05 23:08:47.638437+00
20821,405,1,12050,2348,511,0.99,2022-02-06 03:06:56.766847+00
20827,405,1,15072,2871,629,1.99,2022-02-14 16:30:32.971488+00
20843,407,2,12931,3070,675,2.99,2022-02-01 01:16:31.409182+00
20845,407,2,13856,4196,913,6.99,2022-02-26 21:25:16.878348+00
20846,407,2,14401,3468,760,6.99,2022-02-10 12:53:40.588004+00
20849,408,2,11115,3812,835,2.99,2022-02-21 03:07:07.234022+00
20852,408,1,12498,1063,236,2.99,2022-02-18 13:38:51.877569+00
20859,408,2,15716,2812,617,1.99,2022-02-10 00:18:48.209874+00
20869,410,1,11187,3626,791,10.99,2022-02-10 13:34:30.781978+00
20875,410,2,13948,4033,879,6.99,2022-02-02 19:07:56.066734+00
20883,411,2,11294,855,188,2.99,2022-02-03 00:43:39.648023+00
20889,411,2,14996,1178,262,2.99,2022-02-20 00:24:10.854379+00
20903,413,2,12552,4303,937,2.99,2022-02-02 20:42:26.490895+00
20908,413,1,14773,2541,557,2.99,2022-02-19 07:04:15.517408+00
20929,416,1,10254,2238,484,3.99,2022-02-15 12:03:51.915288+00
20932,416,1,10937,1320,292,6.99,2022-02-12 06:35:13.646951+00
20933,416,2,11047,2267,489,5.99,2022-02-15 05:20:41.303736+00
20948,417,1,13545,615,133,4.99,2022-02-27 06:02:12.052657+00
20974,419,1,11313,2689,590,2.99,2022-02-20 14:34:20.112334+00
20977,419,2,11689,2390,521,6.99,2022-02-09 03:57:41.811471+00
20980,419,2,14308,3478,762,0.99,2022-02-10 09:04:31.432652+00
20984,420,1,10766,947,210,4.99,2022-02-09 23:11:36.29416+00
20988,421,2,11089,825,181,2.99,2022-02-04 19:51:44.378454+00
20990,421,1,11523,1329,293,3.99,2022-02-12 09:10:03.165545+00
20997,422,2,11325,4514,985,6.99,2022-02-01 22:36:36.725191+00
21002,422,2,13625,60,12,1.99,2022-02-03 02:53:28.10252+00
21012,423,2,12806,4488,980,4.99,2022-02-06 21:59:44.402854+00
21019,424,2,11374,2805,616,2.99,2022-02-19 04:23:40.312535+00
21020,424,2,11562,2992,656,6.99,2022-02-18 17:06:20.767374+00
21027,425,2,13040,4113,894,0.99,2022-02-15 16:42:08.256787+00
21032,425,2,16036,1372,302,2.99,2022-02-26 05:26:57.762385+00
21039,426,1,12822,419,92,4.99,2022-02-13 04:29:17.683264+00
21051,428,2,10577,2240,484,4.99,2022-02-07 03:36:29.30233+00
21052,428,2,10888,2412,526,2.99,2022-02-24 04:25:05.219028+00
21071,431,1,15809,1885,410,2.99,2022-02-18 16:46:25.900421+00
21075,432,1,14027,284,64,2.99,2022-02-09 13:00:44.917199+00
21081,433,2,13273,4181,911,4.99,2022-02-21 14:06:12.419624+00
21084,433,1,14559,3842,841,6.99,2022-02-26 23:34:30.233905+00
21086,433,1,15502,3219,707,5.99,2022-02-03 21:13:48.342746+00
21094,434,2,14553,3160,694,4.99,2022-02-18 09:53:08.613376+00
21109,436,1,11580,1346,296,2.99,2022-02-26 01:19:27.834714+00
21124,437,2,13838,1134,251,7.99,2022-02-20 12:35:34.448132+00
21128,438,1,10512,3294,725,6.99,2022-02-26 11:53:26.363727+00
21141,439,1,11989,3686,806,2.99,2022-02-15 02:43:17.766706+00
21149,439,2,15653,2736,600,4.99,2022-02-01 20:44:37.336928+00
21160,441,1,10846,2277,492,1.99,2022-02-02 13:19:43.382513+00
21161,441,2,11247,1661,363,1.99,2022-02-24 00:54:44.970987+00
21177,443,1,11449,3279,723,4.99,2022-02-05 13:20:41.13891+00
21185,443,1,15519,542,118,0.99,2022-02-20 00:14:24.297003+00
21189,444,2,11419,514,114,6.99,2022-02-21 23:51:11.147118+00
21192,444,2,12712,2628,576,2.99,2022-02-19 03:11:03.52311+00
21198,444,1,15557,3641,795,0.99,2022-02-04 15:56:47.220892+00
21200,445,2,10334,3387,743,1.99,2022-02-01 01:19:57.070038+00
21223,447,2,12511,919,204,0.99,2022-02-02 23:56:59.344241+00
21224,447,1,13072,2313,502,2.99,2022-02-22 19:12:13.994391+00
21235,448,2,13250,2524,554,3.99,2022-02-12 03:47:47.502682+00
21237,448,1,14580,1440,315,3.99,2022-02-12 14:38:00.839561+00
21242,449,1,10416,2629,576,4.99,2022-02-11 02:14:22.053183+00
21269,451,1,13666,2007,437,2.99,2022-02-15 06:08:14.398358+00
21276,452,1,12630,1457,319,4.99,2022-02-22 18:15:26.25409+00
21282,453,1,12703,1278,283,2.99,2022-02-03 19:52:10.825563+00
21283,453,1,13711,2318,503,7.99,2022-02-08 05:31:49.23349+00
21286,453,2,14306,4027,877,5.99,2022-02-08 04:43:23.961158+00
21291,454,2,12347,1788,388,0.99,2022-02-05 07:37:34.119798+00
21295,454,2,13694,3654,798,8.99,2022-02-05 05:20:47.056978+00
21298,454,2,14843,3000,658,2.99,2022-02-26 21:41:48.825022+00
21304,455,1,12163,1349,298,2.99,2022-02-03 20:15:17.257716+00
21317,456,2,14253,4246,923,2.99,2022-02-11 17:17:01.872925+00
21321,457,2,11956,2533,556,6.99,2022-02-03 22:14:40.615027+00
21323,457,1,12171,454,100,4.99,2022-02-05 18:31:12.721045+00
21326,457,2,13934,4567,998,0.99,2022-02-21 22:06:40.061459+00
21341,459,1,10531,3846,842,2.99,2022-02-15 15:31:25.78269+00
21348,459,2,15342,3287,724,2.99,2022-02-02 04:52:20.366545+00
21351,460,1,10926,4016,875,1.99,2022-02-05 13:05:29.962871+00
21354,460,2,12586,4245,922,4.99,2022-02-10 07:32:28.466441+00
21356,460,2,13215,3740,818,8.99,2022-02-27 16:33:02.752281+00
21382,462,2,13041,1576,346,8.99,2022-02-28 02:56:51.26841+00
21384,462,1,13492,1155,255,7.99,2022-02-15 00:03:10.610129+00
21385,462,2,15581,4010,873,2.99,2022-02-28 22:18:46.384795+00
21391,463,2,12096,44,9,7.99,2022-02-24 01:44:01.570169+00
21394,463,2,13938,3743,818,4.99,2022-02-22 01:04:58.903379+00
21399,464,1,13644,970,216,8.99,2022-02-20 18:55:29.492316+00
21408,465,2,12106,3234,710,4.99,2022-02-22 05:09:14.207938+00
21410,465,1,12864,4481,979,4.99,2022-02-12 13:05:28.749215+00
21414,466,2,11343,564,122,0.99,2022-02-25 09:17:35.485143+00
21426,467,1,12266,2192,474,2.99,2022-02-18 20:25:42.321306+00
21434,468,2,11257,105,21,10.99,2022-02-14 11:13:16.684598+00
21444,468,2,15435,2103,456,4.99,2022-02-14 18:16:59.07487+00
21456,469,1,13654,1582,347,4.99,2022-02-08 07:16:44.3417+00
21469,470,2,12423,1014,227,8.99,2022-02-24 08:20:56.080525+00
21476,471,2,11601,1098,244,4.99,2022-02-18 11:45:42.771773+00
21483,471,2,14942,32,7,7.99,2022-02-01 03:16:37.885541+00
21484,471,2,15184,1193,266,0.99,2022-02-21 01:23:23.030089+00
21485,471,1,15654,4360,951,1.99,2022-02-16 15:49:16.648377+00
21486,472,1,10282,617,134,6.99,2022-02-26 09:20:37.800046+00
21488,472,1,11911,3578,783,6.99,2022-02-24 10:19:29.024425+00
21513,474,2,11537,190,43,2.99,2022-02-23 09:28:09.339263+00
21521,474,1,15558,638,139,6.99,2022-02-08 14:23:32.29332+00
21522,475,1,10357,3102,681,0.99,2022-02-01 02:54:24.889258+00
21531,476,1,10826,1228,272,6.99,2022-02-19 07:57:14.771116+00
21548,479,2,10303,936,207,4.99,2022-02-21 18:41:58.998605+00
21549,479,2,11109,2683,589,4.99,2022-02-06 15:35:05.061092+00
21554,479,1,13974,1912,416,2.99,2022-02-15 17:48:22.780683+00
21575,482,2,10824,3948,861,4.99,2022-02-08 09:42:15.053709+00
21581,482,2,14891,288,65,6.99,2022-02-12 03:03:19.688876+00
21584,482,1,15849,4077,889,5.99,2022-02-07 05:49:00.251578+00
21595,484,1,12993,4225,918,7.99,2022-02-15 15:29:18.532677+00
21606,485,2,12487,2554,560,0.99,2022-02-13 06:40:10.371053+00
21610,486,2,12609,2327,505,2.99,2022-02-17 15:17:05.743335+00
21613,486,2,14251,139,28,4.99,2022-02-13 05:18:58.670705+00
21618,487,2,10877,3337,734,5.99,2022-02-14 10:15:38.618439+00
21619,487,1,10978,1597,350,9.99,2022-02-25 11:10:34.875564+00
21626,488,2,10474,4482,979,5.99,2022-02-18 10:04:40.852214+00
21629,488,2,12483,1805,392,5.99,2022-02-11 06:04:51.406924+00
21630,488,2,13446,3226,708,4.99,2022-02-25 07:26:37.884913+00
21650,490,2,15276,4523,987,2.99,2022-02-13 10:16:20.292527+00
21653,491,1,11048,206,45,4.99,2022-02-08 02:04:44.702038+00
21659,492,2,12971,3504,767,4.99,2022-02-19 08:16:16.997064+00
21678,494,2,14634,486,109,5.99,2022-02-17 03:22:58.062975+00
21686,495,2,12837,2288,496,0.99,2022-02-13 03:42:06.366051+00
21692,496,2,11448,1185,263,4.99,2022-02-26 08:27:17.380959+00
21696,496,2,14013,3941,859,6.99,2022-02-20 08:41:45.25987+00
21699,496,2,15750,4474,977,2.99,2022-02-13 00:48:56.77052+00
21701,497,1,12123,361,79,0.99,2022-02-26 01:49:29.082407+00
21713,499,1,11513,4473,977,7.99,2022-02-24 04:03:04.383462+00
21717,499,1,12354,2913,640,7.99,2022-02-18 03:00:47.909068+00
21724,500,1,10947,2510,551,6.99,2022-02-21 21:39:06.649485+00
21726,500,1,12639,562,122,2.99,2022-02-09 20:51:34.373188+00
21756,503,2,12370,3343,735,2.99,2022-02-12 18:51:25.378927+00
21765,503,1,15692,1852,403,4.99,2022-02-10 04:29:18.92336+00
21770,504,2,11569,2592,569,2.99,2022-02-06 05:22:02.747952+00
21771,504,1,12769,926,206,1.99,2022-02-10 05:43:08.224015+00
21778,504,1,15723,3915,854,8.99,2022-02-11 17:53:28.268597+00
21783,505,2,13612,675,147,3.99,2022-02-22 09:28:59.074612+00
21793,506,2,13767,2739,601,0.99,2022-02-19 08:42:38.322115+00
21805,508,1,10746,305,69,8.99,2022-02-18 00:08:00.20089+00
21806,508,1,11365,1151,254,2.99,2022-02-09 23:53:32.235017+00
21807,508,2,11447,3868,846,6.99,2022-02-15 02:48:21.731336+00
21811,508,1,15195,1080,241,4.99,2022-02-12 05:37:45.285911+00
21812,509,2,10988,1157,255,5.99,2022-02-06 05:15:23.384719+00
21813,509,1,11814,3462,759,6.99,2022-02-06 15:23:27.278023+00
21815,509,2,14045,3010,661,4.99,2022-02-15 09:14:36.12224+00
21818,510,2,10265,3338,734,7.99,2022-02-10 09:47:18.16602+00
21825,511,2,12110,2984,654,6.99,2022-02-13 02:07:01.452121+00
21844,513,1,11165,2059,447,2.99,2022-02-11 11:59:37.528269+00
21852,513,2,14844,145,30,7.99,2022-02-23 08:28:40.84873+00
21863,514,2,13344,4392,960,3.99,2022-02-15 04:43:30.063923+00
21871,515,1,11691,2529,555,3.99,2022-02-20 07:20:54.196758+00
21879,515,2,15274,3519,771,4.99,2022-02-06 11:25:34.477874+00
21884,516,1,14932,2259,488,0.99,2022-02-03 05:11:05.30878+00
21888,517,2,10433,1508,330,4.99,2022-02-03 00:06:44.564099+00
21892,517,2,14190,4203,914,4.99,2022-02-20 05:13:00.513648+00
21901,518,1,14149,3371,739,4.99,2022-02-01 21:16:36.859709+00
21906,519,2,12924,3807,833,2.99,2022-02-10 12:35:37.583233+00
21916,520,2,13438,1750,380,2.99,2022-02-27 12:13:51.272452+00
21940,522,2,12494,3845,842,6.99,2022-02-04 10:20:01.876986+00
21942,522,2,14467,1498,328,2.99,2022-02-17 00:39:45.687655+00
21951,524,2,14046,2352,512,4.99,2022-02-17 14:20:42.1955+00
21958,525,1,11660,4081,890,1.99,2022-02-08 05:43:26.623578+00
21966,526,2,13224,3086,678,8.99,2022-02-08 18:33:25.327739+00
21982,527,1,15144,559,121,2.99,2022-02-23 13:52:45.870786+00
21987,528,2,13518,352,78,2.99,2022-02-10 00:37:34.980173+00
21989,528,2,14148,1605,351,2.99,2022-02-24 04:54:24.749732+00
21994,529,1,12622,278,62,3.99,2022-02-24 09:38:58.023553+00
21995,529,1,13011,1998,435,4.99,2022-02-05 17:11:08.613105+00
21998,529,2,13946,3564,778,9.99,2022-02-26 18:24:03.138391+00
21999,529,2,14449,653,141,4.99,2022-02-21 08:12:29.409945+00
22003,530,2,10504,3345,735,4.99,2022-02-25 12:46:42.172188+00
22006,530,1,12387,3604,788,2.99,2022-02-08 10:00:28.022889+00
22013,531,2,11026,3554,777,4.99,2022-02-08 11:23:01.075673+00
22015,531,1,11666,250,56,2.99,2022-02-28 07:46:05.197144+00
22025,532,2,12295,1651,361,5.99,2022-02-07 00:05:56.526126+00
22050,534,2,13294,156,34,0.99,2022-02-14 02:49:34.671807+00
22051,534,2,14816,4086,890,1.99,2022-02-21 02:38:18.722696+00
22054,535,2,11736,4217,917,8.99,2022-02-26 17:50:59.096108+00
22058,535,2,12673,4204,914,4.99,2022-02-05 23:40:58.40566+00
22075,537,2,12984,4211,915,4.99,2022-02-11 08:09:22.0639+00
22078,537,2,14506,4493,981,0.99,2022-02-10 22:50:31.685988+00
22080,537,1,15149,3059,672,2.99,2022-02-04 18:16:40.205926+00
22082,538,2,10701,3958,863,3.99,2022-02-11 17:15:02.606216+00
22083,538,1,10732,2810,617,5.99,2022-02-22 20:08:20.294872+00
22094,539,2,13778,2385,521,5.99,2022-02-28 13:05:16.988732+00
22111,541,2,13239,3296,725,4.99,2022-02-24 20:14:02.022469+00
22115,541,2,15141,227,51,3.99,2022-02-04 09:17:58.113794+00
22119,542,1,10280,1457,319,4.99,2022-02-12 00:59:15.495065+00
22125,543,2,10257,2403,525,0.99,2022-02-03 18:05:15.835225+00
22138,544,2,14651,4037,879,8.99,2022-02-12 04:46:40.533815+00
22141,544,1,15605,3152,692,4.99,2022-02-23 10:23:42.732771+00
22146,545,2,12667,104,21,10.99,2022-02-01 21:18:50.047638+00
22149,545,1,15585,1177,262,0.99,2022-02-06 13:13:12.687541+00
22151,546,2,10370,4358,949,0.99,2022-02-14 21:28:51.95657+00
22153,546,1,11797,1142,253,4.99,2022-02-02 11:36:27.956535+00
22160,547,1,10903,2696,592,2.99,2022-02-19 05:12:06.927388+00
22161,547,1,10980,150,31,4.99,2022-02-26 02:59:37.542326+00
22165,547,2,12943,3930,857,2.99,2022-02-03 04:19:07.304891+00
22168,547,2,14884,2957,648,4.99,2022-02-24 11:08:56.702755+00
22173,548,2,14188,4492,981,0.99,2022-02-10 19:44:07.782207+00
22194,551,2,11380,1046,233,0.99,2022-02-06 04:05:40.538338+00
22197,551,2,12868,4054,882,0.99,2022-02-25 07:07:17.035508+00
22208,552,2,12433,1776,385,4.99,2022-02-08 16:13:36.677657+00
22215,553,1,13972,1687,367,2.99,2022-02-26 22:27:09.151243+00
22224,554,2,13139,2099,455,4.99,2022-02-06 19:35:16.24026+00
22237,555,1,12388,4016,875,2.99,2022-02-08 12:19:05.386565+00
22240,556,2,10518,4444,971,6.99,2022-02-08 01:19:10.461378+00
22242,556,2,11804,1040,232,3.99,2022-02-16 08:04:10.944059+00
22244,556,1,14176,4420,966,2.99,2022-02-12 07:46:00.496399+00
22253,557,2,15914,747,163,0.99,2022-02-07 20:31:53.180041+00
22259,558,2,13566,4397,961,5.99,2022-02-17 17:25:32.806403+00
22261,558,1,14286,2377,518,5.99,2022-02-25 04:47:46.25673+00
22267,559,2,13248,2864,628,6.99,2022-02-25 17:01:33.277864+00
22269,559,1,13845,3993,870,5.99,2022-02-09 10:09:55.824356+00
22274,560,2,10480,553,120,4.99,2022-02-23 18:27:09.348655+00
22284,560,1,15352,16,4,6.99,2022-02-13 09:30:30.389629+00
22285,561,2,10317,110,22,2.99,2022-02-09 16:27:28.517337+00
22301,562,1,15900,1112,247,1.99,2022-02-08 22:54:22.22616+00
22306,563,2,13863,2417,527,9.99,2022-02-28 15:39:07.580841+00
22311,564,2,10352,1288,285,1.99,2022-02-05 09:13:17.267943+00
22321,564,1,14593,1399,306,0.99,2022-02-09 01:04:40.285573+00
22328,565,1,11588,2480,544,3.99,2022-02-14 17:18:30.423167+00
22329,565,1,11795,2220,480,2.99,2022-02-07 08:27:13.780722+00
22337,566,2,10289,3153,692,6.99,2022-02-11 04:59:49.598749+00
22338,566,2,11129,23,5,2.99,2022-02-01 01:26:05.031008+00
22343,566,2,13762,451,100,4.99,2022-02-19 08:26:05.819733+00
22384,571,2,13266,1326,293,2.99,2022-02-15 14:25:41.579434+00
22391,572,1,11526,2419,527,4.99,2022-02-27 03:43:54.27738+00
22393,572,2,13377,1316,291,1.99,2022-02-19 03:55:12.868137+00
22398,573,1,11043,65,12,0.99,2022-02-25 03:44:10.294125+00
22402,573,1,12269,724,159,6.99,2022-02-28 23:19:09.996415+00
22406,574,2,11775,256,57,3.99,2022-02-07 04:21:36.089982+00
22410,574,2,14941,2328,505,2.99,2022-02-14 17:48:11.24538+00
22413,575,2,10629,997,222,7.99,2022-02-08 00:54:37.752902+00
22422,575,2,15749,4224,918,4.99,2022-02-17 16:43:17.988384+00
22433,577,1,10487,1121,249,0.99,2022-02-20 03:00:57.326979+00
22443,577,2,16003,3413,748,4.99,2022-02-08 08:46:34.314166+00
22445,578,1,11199,3926,856,7.99,2022-02-17 14:51:48.004724+00
22450,579,1,11494,3994,870,3.99,2022-02-01 08:21:22.282203+00
22459,580,1,10723,2526,555,3.99,2022-02-10 06:28:59.3112+00
22462,580,2,12670,1716,374,2.99,2022-02-17 05:24:51.909531+00
22479,582,1,11708,76,15,2.99,2022-02-25 05:51:27.504878+00
22482,582,1,14568,3331,733,0.99,2022-02-13 22:04:22.551863+00
22489,583,2,10800,507,112,4.99,2022-02-08 07:45:37.168998+00
22497,584,2,12541,4357,949,2.99,2022-02-13 09:35:43.83585+00
22503,584,1,14930,2875,630,1.99,2022-02-07 02:00:42.480951+00
22506,585,1,11285,3849,843,9.99,2022-02-09 06:31:28.620591+00
22507,585,2,13593,261,58,3.99,2022-02-09 13:26:04.978184+00
22512,586,1,11763,872,191,0.99,2022-02-08 09:39:41.92931+00
22520,587,2,10224,1443,316,4.99,2022-02-20 00:30:48.226013+00
22522,587,1,11078,2362,514,2.99,2022-02-06 10:40:37.38114+00
22527,587,2,15348,3846,842,2.99,2022-02-13 05:28:48.14496+00
22540,589,2,12933,4103,893,8.99,2022-02-25 12:41:52.139907+00
22543,589,1,14544,2445,534,0.99,2022-02-15 09:09:20.31447+00
22545,589,2,15917,2093,453,5.99,2022-02-26 05:36:43.96931+00
22554,591,1,12547,3046,668,4.99,2022-02-25 11:09:36.642567+00
22564,592,2,12619,980,218,0.99,2022-02-19 23:31:13.316395+00
22569,593,2,10533,1924,418,3.99,2022-02-03 01:37:16.225497+00
22574,593,1,14408,222,50,5.99,2022-02-25 21:32:15.010502+00
22579,595,1,10729,2918,641,2.99,2022-02-16 11:05:52.91505+00
22580,595,1,10932,1688,368,2.99,2022-02-04 00:15:46.003328+00
22583,595,1,14334,1448,317,0.99,2022-02-27 17:34:06.418742+00
22585,595,2,15994,438,97,0.99,2022-02-01 05:42:59.832983+00
22595,596,1,13648,3921,856,4.99,2022-02-02 07:18:04.033986+00
22596,596,1,14050,1737,378,3.99,2022-02-08 21:13:26.807311+00
22604,597,1,11880,1539,337,5.99,2022-02-15 23:41:50.624488+00
22607,597,2,13019,2827,620,2.99,2022-02-12 03:20:19.366667+00
22610,597,1,15469,1939,421,4.99,2022-02-19 02:23:56.140954+00
22612,598,2,12601,3099,681,2.99,2022-02-21 05:26:03.205038+00
22614,598,2,15307,4525,988,2.99,2022-02-11 20:07:26.858378+00
22615,598,1,15443,742,162,7.99,2022-02-24 20:02:09.282857+00
22618,599,1,14599,4575,1000,4.99,2022-02-06 02:24:04.034522+00
22622,599,2,15725,378,83,2.99,2022-02-09 04:40:10.764891+00
22627,202,1,13196,458,101,4.99,2022-02-09 04:00:22.811397+00
22629,202,1,14019,1929,418,3.99,2022-02-10 13:30:54.749859+00
22631,202,2,15772,4343,946,4.99,2022-02-19 01:32:41.037418+00
22637,203,2,14505,2172,468,5.99,2022-02-24 09:53:36.98074+00
22643,204,1,12737,736,161,6.99,2022-02-22 00:03:39.146627+00
22644,204,1,13084,3792,830,0.99,2022-02-19 04:33:43.931272+00
22647,204,2,14163,1007,226,4.99,2022-02-14 04:21:03.648409+00
22649,204,1,15364,4184,911,4.99,2022-02-01 20:31:20.939015+00
22662,206,2,13263,214,48,10.99,2022-02-02 01:21:53.214423+00
22663,206,2,13550,208,46,9.99,2022-02-21 11:52:00.825433+00
22680,1,2,10437,14,3,4.99,2022-02-05 22:36:58.72973+00
22690,1,1,15315,312,70,5.99,2022-02-19 19:34:21.993082+00
22703,3,2,12556,1984,433,4.99,2022-02-19 11:46:56.708871+00
22712,4,1,12151,1976,431,2.99,2022-02-11 18:08:56.281444+00
22713,4,2,12294,2479,543,8.99,2022-02-14 08:15:41.544669+00
22723,5,1,11179,4376,956,4.99,2022-02-10 11:31:29.125748+00
22725,5,1,12145,3482,763,9.99,2022-02-09 16:25:41.096189+00
22727,5,1,13063,1192,266,1.99,2022-02-09 18:32:27.95217+00
22737,6,1,11727,98,19,0.99,2022-02-12 09:59:20.309201+00
22739,6,2,12254,2858,626,2.99,2022-02-24 17:19:16.183927+00
22763,8,1,15764,2937,645,2.99,2022-02-25 04:45:31.5732+00
22766,9,1,10454,397,88,4.99,2022-02-19 13:17:20.906454+00
22770,9,1,12309,762,166,2.99,2022-02-08 12:15:51.43661+00
22771,9,2,12652,2118,459,4.99,2022-02-17 07:26:39.173799+00
22783,11,2,11502,4470,976,0.99,2022-02-08 16:52:47.26306+00
22790,12,2,11497,436,97,0.99,2022-02-27 13:27:43.043426+00
22792,12,2,13519,182,40,0.99,2022-02-28 03:46:49.936388+00
22794,12,2,14240,3294,725,4.99,2022-02-27 03:57:25.545382+00
22798,13,2,11761,2230,482,5.99,2022-02-01 10:30:56.074156+00
22832,15,1,15897,1652,361,4.99,2022-02-21 22:28:13.347198+00
22833,16,2,10687,3191,700,2.99,2022-02-26 17:24:12.01807+00
22835,16,2,11308,699,153,0.99,2022-02-26 09:40:57.530741+00
22854,18,2,13490,238,54,0.99,2022-02-16 09:14:10.78109+00
22857,19,1,12211,1484,324,9.99,2022-02-13 20:27:35.568049+00
